gene_ID	log10_9am	pvalue_9am	log10_9pm	pvalue_9pm
AT1G21580	0.010932599	0.185530142	0.000804623	0.468407737
AT1G21600	0.110554663	0.081168711	0.000804623	0.468407737
AT1G21610	0.010932599	0.185530142	0.000804623	0.468407737
AT1G21630	-0.028402199	1	-0.036272644	1
AT1G21640	0.012923171	0.139239896	0.020173691	0.138591218
AT1G21650	0.032166831	1	-0.093448736	1
AT1G21670	0.025033377	0.16933278	-0.008063935	0.391614959
AT1G21680	0.013841006	0.179862729	-0.013662709	0.160208218
AT1G21720	0.00390918	0.415880158	0.006433054	0.326443217
AT1G21750	-0.002337692	0.27435393	-0.018909987	0.112723682
AT1G21860	0.016946224	0.168403942	0.011844791	1
AT1G21900	0.010932599	0.185530142	0.000804623	0.468407737
AT1G22280	0.137133793	1	-0.010297983	1
AT1G22300	0.001978774	0.434023366	-0.004025797	0.396989034
AT1G22360	0.09059093	1	0.000804623	0.468407737
AT1G22410	0.018291093	0.163648878	-0.010132567	0.248519602
AT1G22430	0.029505957	1	0.00083103	1
AT1G22450	0.160845375	1	-0.12792937	0.048038342
AT1G22510	0.010932599	0.185530142	-0.027672435	1
AT1G22530	0.018750382	0.203154083	0.008528806	0.238913922
AT1G22610	0.118759213	1	0.011214257	1
AT1G22700	0.001387131	0.467072979	0.005270382	0.407221047
AT1G22710	0.129498452	1	0.000804623	0.468407737
AT1G22740	0.061151504	0.021289878	-0.00639064	0.222411424
AT1G22760	0.010932599	0.185530142	-0.00423848	1
AT1G22780	-0.005192558	0.190083984	-0.000549517	0.477572795
AT1G22840	-0.006615756	0.31375111	0.004947467	0.317068083
AT1G22920	0.118072569	1	0.000804623	0.468407737
AT1G22940	0.007989926	0.394270117	0.009093749	0.197986662
AT1G23100	0.113341846	1	-0.128891873	1
AT1G23130	0.011826468	0.294094473	0.007357056	0.381400792
AT1G23170	-0.129100767	1	-0.128272716	1
AT1G23180	0.006174541	0.343510233	-0.003810187	0.100543399
AT1G23190	0.012120659	0.142273954	0.006999568	0.331002124
AT1G23290	0.001629926	0.454107196	-0.01356564	0.163487076
AT1G23310	-0.001731976	0.432449592	-0.004065795	0.309583228
AT1G23410	0.002815517	0.425426429	-0.02702447	0.041489196
AT1G23440	0.010932599	0.185530142	0.018374072	1
AT1G23490	0.000613564	0.483981868	0.00457844	0.370183395
AT1G23730	-0.027517139	0.123306441	0.009216417	0.085371843
AT1G23740	-0.005249734	0.137028995	-0.007559258	0.294362953
AT1G23750	0.071399435	1	0.000804623	0.468407737
AT1G23800	0.010932599	0.185530142	-0.082739152	1
AT1G23820	0.008879758	0.115150829	-0.011687504	0.155110417
AT1G23900	0.052147421	1	-0.092124264	1
AT1G24020	-0.000254396	0.494200358	-0.022778031	0.017899562
AT1G24050	-0.007112605	1	-0.017146852	1
AT1G24100	-0.001618575	0.387969383	0.000842078	0.476627387
AT1G24180	0.011039004	0.243611283	0.019979939	0.027499845
AT1G24280	0.018162819	0.122305687	0.006953568	0.111496404
AT1G24300	0.141049812	1	0.000804623	0.468407737
AT1G24340	0.119512587	1	0.012024482	0.218802548
AT1G24360	0.00662751	0.258537168	-0.006528056	0.330056017
AT1G24450	0.010932599	0.185530142	0.085658159	1
AT1G24460	0.137339384	1	0.068521201	0.146523981
AT1G24490	-0.119711933	1	0.000804623	0.468407737
AT1G24510	-0.006459709	0.323671435	-0.019629766	0.023801706
AT1G24610	0.010932599	0.185530142	0.086438633	1
AT1G24706	-0.120843791	1	0.058233477	1
AT1G24807	-0.086426825	1	-0.021790223	1
AT1G24909	-0.086426825	1	-0.021790223	1
AT1G25083	-0.086426825	1	-0.021790223	1
AT1G25155	-0.086426825	1	-0.021790223	1
AT1G25220	-0.086426825	1	-0.021790223	1
AT1G25350	-0.025306052	1	0.023875282	0.039147841
AT1G25375	0.106585286	1	-0.107894735	1
AT1G25490	0.017419276	0.118975464	-0.000739188	0.426140304
AT1G26090	0.11413392	0.01257084	0.004369675	1
AT1G26110	0.005071254	0.281415857	-0.010955238	0.332662884
AT1G26220	0.005100023	0.369351468	0.008455166	0.264441392
AT1G26230	0.011227771	0.151714026	-0.029990229	0.111996873
AT1G26320	0.010932599	0.185530142	-0.010018533	1
AT1G26460	0.019856914	1	0.047084499	1
AT1G26480	0.128498863	1	-0.0432084	1
AT1G26550	0.015311497	0.238267787	-0.014796866	0.198552309
AT1G26560	0.013680962	0.257814938	0.0114279	0.152002756
AT1G26570	0.002131995	0.434521557	-0.012014423	0.130427787
AT1G26630	0.01875418	0.16032784	-0.013878003	0.306065093
AT1G26640	0.129799741	1	0.000804623	0.468407737
AT1G26850	0.026701151	0.172622791	-0.01333779	0.337747783
AT1G26880	0.004617963	1	0.191584544	1
AT1G26910	0.011579147	0.243845171	-0.004835418	0.40665434
AT1G27030	0.026181913	1	-0.128760796	0.000897109
AT1G27050	0.010932599	0.185530142	0.034568349	1
AT1G27090	0.016216824	0.127396107	-0.022605281	0.102263188
AT1G27130	0.005336235	0.351368903	0.002280724	0.449080455
AT1G27190	0.010932599	0.185530142	-0.070661697	1
AT1G27310	0.010932599	0.185530142	-0.01186977	0.29505273
AT1G27390	0.10477113	1	0.09945232	0.001766848
AT1G27400	0.008277405	0.418046612	-0.013999452	0.223710075
AT1G27430	0.083447619	1	0.000804623	0.468407737
AT1G27450	0.022874573	0.015667117	-0.01856724	0.225521871
AT1G27480	0.027424035	1	-0.113404251	0.000683076
AT1G27650	0.010932599	0.185530142	0.000804623	0.468407737
AT1G27680	0.066818154	1	-0.012938735	1
AT1G27752	0.010932599	0.185530142	0.000804623	0.468407737
AT1G27770	0.006961754	1	0.006433858	1
AT1G27930	0.010932599	0.185530142	0.000804623	0.468407737
AT1G27970	-0.003469422	0.145922108	-0.005807338	0.390066907
AT1G27980	0.010932599	0.185530142	0.000804623	0.468407737
AT1G27990	0.010932599	0.185530142	-0.067252225	1
AT1G28000	0.101110028	1	0.000804623	0.468407737
AT1G28010	0.010932599	0.185530142	0.000804623	0.468407737
AT1G28120	-0.019935717	1	0.006478009	1
AT1G28140	0.010932599	0.185530142	0.000804623	0.468407737
AT1G28200	0.017550355	0.30248016	-0.006444784	1
AT1G28290	0.010932599	0.185530142	0.000804623	0.468407737
AT1G28510	0.010932599	0.185530142	-0.011769249	1
AT1G28600	0.143425462	1	-0.006087265	1
AT1G28680	0.010932599	0.185530142	-0.112175203	1
AT1G28960	0.124023197	1	0.088421907	1
AT1G29050	0.010932599	0.185530142	-0.077813612	1
AT1G29150	0.000453877	0.494082354	-0.033289262	0.107411253
AT1G29250	0.089778633	0.01788384	-0.009318621	1
AT1G29310	0.012895466	0.288547173	0.115413009	1
AT1G29350	0.008469226	0.185696791	0.023112134	1
AT1G29370	0.008469226	0.185696791	0.023112134	1
AT1G29400	0.137408438	1	0.127178694	1
AT1G29470	-0.021742463	0.155732856	-0.102536011	0.002111379
AT1G29530	0.016574312	0.211835511	0.025935009	1
AT1G29660	0.021481405	0.096011424	-0.006969875	0.303708871
AT1G29670	0.008482173	0.122250425	-0.003428525	0.358899306
AT1G29690	0.010932599	0.185530142	0.000804623	0.468407737
AT1G29700	-0.010162961	0.258478363	0.00068227	0.485304585
AT1G29730	-0.1293203	1	0.000804623	0.468407737
AT1G29740	0.114770186	1	0.000804623	0.468407737
AT1G29810	0.010932599	0.185530142	-0.111207704	1
AT1G29850	0.028238119	1	0.013703604	1
AT1G29880	0.012846627	0.055553821	0.008626901	0.312188541
AT1G29900	-0.003170462	0.35304359	-0.009310562	0.281900038
AT1G29910	-0.006287757	0.108214746	0.007168483	0.240080281
AT1G29920	-0.006287757	0.108214746	0.007168483	0.240080281
AT1G29930	-0.002947821	0.304768607	0.008235178	0.239810312
AT1G29940	0.010932599	0.185530142	0.000804623	0.468407737
AT1G29965	0.004381513	0.396302785	-0.009632121	0.256940391
AT1G29970	0.004381513	0.396302785	-0.009632121	0.256940391
AT1G30000	0.010932599	0.185530142	0.000804623	0.468407737
AT1G30120	0.032040536	0.20220727	-0.023639421	0.243494499
AT1G30230	-0.001458951	0.446836693	-0.010232408	0.075921131
AT1G30360	0.027002499	0.058684996	0.015237987	0.146995583
AT1G30380	0.01442487	0.245313411	0.001339822	0.476752871
AT1G30400	-0.006087908	0.306674256	-0.009306668	0.214230771
AT1G30470	0.07049151	1	-0.10209112	1
AT1G30510	0.098310801	1	0.010149349	0.157550316
AT1G30530	0.010824858	0.274581423	-0.05203686	0.039703068
AT1G30540	0.010932599	0.185530142	0.000804623	0.468407737
AT1G30570	0.161152859	1	0.017863391	1
AT1G30580	0.016174543	0.023743261	-0.013622907	0.216146285
AT1G30630	0.033161909	1	0.011175577	0.301079328
AT1G30680	0.010932599	0.185530142	0.062215874	1
AT1G30690	0.004214937	0.376207921	0.011031916	0.35656806
AT1G30710	0.010932599	0.185530142	0.000804623	0.468407737
AT1G30755	0.112305822	1	0.000804623	0.468407737
AT1G30910	0.007145626	0.385437421	0.001588573	1
AT1G31070	0.010932599	0.185530142	0.000804623	0.468407737
AT1G31160	0.014942	0.135156838	-0.013719336	0.210372429
AT1G31170	0.010932599	0.185530142	0.091435468	1
AT1G31180	0.000369752	0.47369109	-0.012383033	0.123035056
AT1G31190	0.010934093	0.210105206	0.001417563	0.457336195
AT1G31220	0.110478373	1	0.115377095	1
AT1G31230	-0.003523192	0.294190984	-0.003878374	0.37045885
AT1G31330	0.005744544	0.294201008	0.006374721	0.360083311
AT1G31340	-0.00606531	0.381040253	-0.02702447	0.041489196
AT1G31410	0.157889626	1	0.099343305	1
AT1G31440	0.108925783	1	0.000804623	0.468407737
AT1G31460	0.010932599	0.185530142	0.134831987	1
AT1G31500	0.153542813	1	0.000804623	0.468407737
AT1G31670	0.146102333	1	0.000804623	0.468407737
AT1G31690	0.021106312	0.115692412	0.011650322	0.157971418
AT1G31710	0.153621613	0.023689783	-0.060791144	1
AT1G31730	-0.005635094	1	0.095171791	1
AT1G31800	0.009389533	0.226681358	-0.010077917	0.263336698
AT1G31812	-0.012813372	0.37501621	-0.02752423	0.158255002
AT1G31850	0.117149161	1	-0.129012268	1
AT1G31860	0.006173734	1	0.115555356	0.00155415
AT1G31910	0.122445001	1	-0.00518394	0.370326419
AT1G32050	0.032014711	1	-0.009945045	0.306096423
AT1G32060	0.000820901	0.450717189	0.005862675	0.23363804
AT1G32080	0.191435945	1	0.168973639	1
AT1G32160	-0.000475687	0.468941021	-0.026898972	0.084468774
AT1G32200	-0.014201487	0.105678362	-0.014426313	0.15919898
AT1G32220	-0.012042594	0.263590629	-0.021013154	0.229510842
AT1G32375	-0.158152998	1	0.000804623	0.468407737
AT1G32380	0.137373584	1	0.000804623	0.468407737
AT1G32440	-0.011967065	0.028308567	0.0083402	0.10772161
AT1G32470	-0.004243871	0.219819662	0.001542721	0.448583137
AT1G32500	0.00021243	0.49586918	0.02845434	0.027635262
AT1G32520	0.120792184	1	0.000804623	0.468407737
AT1G32550	-0.143571944	1	-0.11362703	1
AT1G32580	0.01773577	0.138474599	-0.052919382	1
AT1G32810	0.048053455	1	0.000804623	0.468407737
AT1G32900	0.00172681	0.411031707	-0.019652296	0.282509401
AT1G32970	0.010932599	0.185530142	0.116318067	1
AT1G32990	0.002337989	0.296472418	0.007839816	0.13508362
AT1G33040	0.03686427	1	0.015316098	1
AT1G33120	0.003137123	0.345195923	0.01504312	0.086209849
AT1G33140	0.003137123	0.345195923	0.01504312	0.086209849
AT1G33240	0.144526644	1	0.000804623	0.468407737
AT1G33360	-0.009166687	1	-0.02553958	1
AT1G33590	0.008431149	0.281119154	-0.005765526	0.315359103
AT1G33600	0.003118634	0.39990676	-0.016656688	0.293136725
AT1G33612	-0.007936695	1	-0.015101409	1
AT1G33700	0.010932599	0.185530142	0.094389119	1
AT1G33780	0.11804866	1	0.091226374	1
AT1G33810	-0.024663059	1	-0.156069096	1
AT1G33811	0.139937831	0.009421517	0.000804623	0.468407737
AT1G34000	0.02944719	0.125129017	0.012783505	0.303513347
AT1G34030	-0.005192558	0.190083984	-0.000549517	0.477572795
AT1G34130	0.141289096	1	0.000804623	0.468407737
AT1G34220	0.104405826	1	0.000804623	0.468407737
AT1G34430	0.011514955	0.021612551	-0.004684021	0.274549052
AT1G34575	0.010932599	0.185530142	0.000804623	0.468407737
AT1G34760	0.004709565	0.428418896	-0.001496984	0.475818241
AT1G35140	0.010932599	0.185530142	0.000804623	0.468407737
AT1G35160	0.016682901	0.05204488	0.00380172	0.374688242
AT1G35340	0.117716987	0.011772015	0.000804623	0.468407737
AT1G35420	-0.007840468	0.27107331	-0.028761528	0.219883664
AT1G35580	0.099750353	0.031293198	0.074070034	1
AT1G35620	0.015660085	0.085390895	-0.008186054	0.237945385
AT1G35670	0.030687048	0.054900878	-0.059433967	1
AT1G35680	-0.002447522	0.468988661	0.008831497	0.135968579
AT1G35720	-0.010171296	0.160287818	-0.029388483	0.075749175
AT1G36160	-0.00625071	0.233811184	0.006654607	1
AT1G36180	0.020177017	1	0.03463729	1
AT1G36240	-0.006104978	0.21663631	0.007005489	0.382915143
AT1G36280	0.001941587	0.438430641	-0.013150127	0.197259462
AT1G36310	0.007885017	1	-0.108889915	1
AT1G36370	0.010932599	0.185530142	0.000804623	0.468407737
AT1G36390	-0.00416923	0.271978198	-0.004812683	1
AT1G36730	0.151227602	1	0.000804623	0.468407737
AT1G37130	0.012470149	0.04654969	0.001680525	0.466451903
AT1G41830	0.010701531	0.183380714	-0.017152151	0.256262746
AT1G41880	0.007729888	0.337400591	-0.007630698	0.305441869
AT1G42550	0.015275591	0.370173459	-0.013039722	0.191183282
AT1G42960	-0.012846278	1	-0.02007433	0.100567146
AT1G42970	-0.01140728	0.167098742	-0.000805821	0.470873686
AT1G43170	-0.012921151	0.236105456	-0.007167347	0.141659969
AT1G43190	-0.007936191	1	0.095432513	1
AT1G43560	-0.014504672	0.203262122	0.028635996	0.017689259
AT1G43670	0.008405699	0.317099484	0.002293397	0.411856991
AT1G43690	0.009279241	1	0.000804623	0.468407737
AT1G43710	0.143274277	0.01745701	0.128352422	1
AT1G43800	0.010932599	0.185530142	0.153156934	1
AT1G43890	0.012054766	0.337886284	-0.031256148	0.102695216
AT1G43910	0.101600456	1	0.000804623	0.468407737
AT1G44120	0.010932599	0.185530142	0.000804623	0.468407737
AT1G44170	0.006056141	1	0.015250903	0.122161202
AT1G44446	-0.007704644	1	0.000804623	0.468407737
AT1G44575	-0.008877015	0.047923002	0.004742648	0.304287899
AT1G44790	0.015532698	0.127188815	-0.02121535	0.30709764
AT1G44820	0.046845544	1	0.013588386	1
AT1G44835	0.016786703	0.251097708	0.038207447	1
AT1G44910	0.092876643	1	0.000804623	0.468407737
AT1G45000	0.009851409	0.218074374	-0.007717085	0.209515656
AT1G45130	0.010932599	0.185530142	-0.079375137	1
AT1G45145	0.133364488	0.003393747	0.019579579	0.258721721
AT1G45201	0.004467858	0.322271944	-0.018122343	0.153500344
AT1G45230	0.150068103	1	0.000804623	0.468407737
AT1G45332	0.010932599	0.185530142	-0.011928535	1
AT1G45474	0.012027371	0.291402455	0.124054577	0.004344999
AT1G47128	0.031617127	0.04928684	-0.002391093	0.46564369
AT1G47200	0.043428134	1	0.004852925	1
AT1G47250	0.003135089	0.351046682	0.001435351	0.481149043
AT1G47260	0.00718358	0.124391045	-0.001429784	0.419000183
AT1G47420	0.010029559	0.31326271	-0.019187848	0.084359572
AT1G47490	0.151085259	1	0.000804623	0.468407737
AT1G47500	0.151085259	1	0.000804623	0.468407737
AT1G47550	0.042375373	1	-0.080091451	0.033926787
AT1G47560	0.010932599	0.185530142	-0.078136223	1
AT1G47710	-0.004625403	0.338808141	-0.009382215	0.360217562
AT1G47840	0.010932599	0.185530142	0.015078938	0.217800507
AT1G47900	0.010932599	0.185530142	0.106421325	1
AT1G47960	0.010932599	0.185530142	0.158044023	1
AT1G48030	-0.001190201	0.455053772	0.002352084	0.407632527
AT1G48090	0.015450861	1	0.057201904	1
AT1G48110	0.072952806	1	0.000804623	0.468407737
AT1G48160	0.010932599	0.185530142	0.000804623	0.468407737
AT1G48210	-0.010327084	1	0.017138389	1
AT1G48320	0.010932599	0.185530142	0.130866237	0.004864584
AT1G48350	0.004072099	0.443012025	-0.011216818	0.324006636
AT1G48410	0.025591534	0.156233964	0.014877246	0.049071108
AT1G48420	0.003524276	0.435731901	0.008518436	0.376094615
AT1G48430	0.126133417	1	0.101355606	1
AT1G48460	0.082939478	1	0.000804623	0.468407737
AT1G48470	-0.160069881	1	-0.127635497	0.074724094
AT1G48480	0.116972218	1	0.000804623	0.468407737
AT1G48520	0.011068838	0.226835262	-0.01449678	0.115803516
AT1G48600	-0.00245135	0.387070165	0.01334064	0.097678384
AT1G48610	0.014339751	0.14348516	-0.002668841	0.4157459
AT1G48620	0.010793915	0.10400394	0.005240325	0.281340727
AT1G48630	0.019350337	0.284947709	-0.009697657	0.371441461
AT1G48830	-0.003494997	0.385005719	0.009619167	0.054360569
AT1G48850	0.002372711	0.173105681	-0.01985468	0.212267353
AT1G48860	0.015507653	0.022946704	-0.010262874	0.234673379
AT1G48900	-0.009490565	1	-0.015294931	0.384660947
AT1G48920	0.010238086	0.398454944	-0.010372708	0.026589447
AT1G49040	0.010932599	0.185530142	-0.001115483	1
AT1G49140	-0.010835331	0.366471331	0.137521665	1
AT1G49240	0.006342939	0.331282524	0.002072448	0.243747909
AT1G49300	0.041314923	0.159731144	0.000251561	0.494073615
AT1G49340	0.132924174	1	0.000804623	0.468407737
AT1G49380	0.143755127	1	-0.078423203	1
AT1G49430	0.00260716	1	-0.06911266	0.111017037
AT1G49600	0.073999809	1	-0.098591258	1
AT1G49630	0.002771814	0.144394325	-0.000685853	0.47132948
AT1G49650	0.009117296	1	0.103674195	1
AT1G49660	-0.091477844	1	0.029143789	1
AT1G49670	-0.01431029	1	0.045489189	1
AT1G49740	0.010932599	0.185530142	0.103867259	1
AT1G49750	0.015989246	0.156010793	0.002414686	0.451974085
AT1G49760	0.01616566	0.046530895	-0.017146581	0.146782778
AT1G49870	0.010932599	0.185530142	0.109433096	1
AT1G49970	0.023862434	0.246741	-0.008803516	0.295568483
AT1G49975	-0.073771567	1	0.046537507	1
AT1G50010	0.002554606	0.421410021	-0.021579565	0.035533597
AT1G50020	0.081147424	1	0.000804623	0.468407737
AT1G50030	0.096057192	1	0.018083442	1
AT1G50140	-0.139437814	1	-0.014582174	1
AT1G50170	0.11603531	1	-0.09838549	1
AT1G50200	0.007504526	0.33263159	-0.010941611	0.090704422
AT1G50250	0.00553084	0.141297623	0.000886408	0.468551187
AT1G50320	-0.002456096	0.463403814	-0.006091128	0.290959661
AT1G50360	-0.116097273	1	0.147515383	1
AT1G50370	0.010932599	0.185530142	0.098583872	1
AT1G50380	0.010620996	0.14269966	0.011649239	0.308198705
AT1G50390	0.010932599	0.185530142	-0.067509028	1
AT1G50430	0.133750674	0.00320029	0.000804623	0.468407737
AT1G50450	-0.0073292	0.265445998	0.003526147	0.385826216
AT1G50480	0.001599017	0.444228999	-0.015519671	0.136114049
AT1G50500	0.010932599	0.185530142	0.000649369	1
AT1G50510	0.051571245	1	-0.001075722	0.470986125
AT1G50570	0.010932599	0.185530142	0.000804623	0.468407737
AT1G50600	0.010932599	0.185530142	0.050770395	1
AT1G50670	-0.010321897	1	0.007605967	0.391673209
AT1G50700	0.010932599	0.185530142	0.000804623	0.468407737
AT1G50870	0.010932599	0.185530142	0.144563251	1
AT1G50900	0.010486105	0.250879543	-0.018789577	0.08582623
AT1G50940	0.016620192	1	0.018551832	0.294479414
AT1G51060	0.035064001	0.258285878	-0.007383379	0.352181479
AT1G51100	0.005964436	0.248431145	-0.026722104	0.088189666
AT1G51110	0.010257953	0.239981948	-0.008334456	0.2116682
AT1G51360	0.110733384	1	0.028443232	1
AT1G51380	-0.17336196	1	0.118349118	1
AT1G51400	-0.003346835	0.44226292	-0.005148074	0.227376976
AT1G51420	-0.001871762	0.445951464	0.003970568	0.430068066
AT1G51570	0.003172697	1	-0.005824785	0.385063515
AT1G51630	-0.016118755	1	-0.002414752	1
AT1G51650	0.002264861	0.368843889	-0.005523998	0.376182667
AT1G51680	0.140286247	0.006661926	0.000804623	0.468407737
AT1G51690	0.142161367	1	0.066504987	1
AT1G51710	0.000483461	1	-0.019515386	0.141052272
AT1G51760	0.010932599	0.185530142	-0.010926048	1
AT1G51805	0.031257039	0.212444402	0.024830513	0.097665046
AT1G51820	0.010932599	0.185530142	-0.138761417	1
AT1G51980	0.015758099	0.014907913	0.00191917	0.434623765
AT1G52000	0.085648388	0.022976307	0.048030876	1
AT1G52040	0.094485416	1	0.144773219	1
AT1G52220	-0.011995239	1	-0.004707023	0.363030843
AT1G52230	-0.002125657	0.417024573	0.005294242	0.408651199
AT1G52260	0.010932599	0.185530142	0.15961615	1
AT1G52280	0.026590742	0.255644039	0.000161392	0.497342596
AT1G52290	-0.009815023	1	0.006590485	1
AT1G52300	-0.099053627	1	0.000804623	0.468407737
AT1G52340	0.016978954	0.311999971	-0.007896012	1
AT1G52360	0.012178099	0.109314129	-0.049479416	0.041732569
AT1G52380	0.130977389	0.052737044	-0.026363537	1
AT1G52400	0.009651279	0.343114496	-0.023499022	0.211204915
AT1G52410	0.075640781	1	0.030573689	1
AT1G52430	0.010932599	0.185530142	-0.111931009	1
AT1G52500	0.010932599	0.185530142	0.074389089	1
AT1G52510	0.009219669	0.145787005	0.000892823	0.462111548
AT1G52570	-0.002522275	0.452889279	-0.014366017	0.284178285
AT1G52670	-0.010264039	0.358423761	-0.010009262	0.169009518
AT1G52730	-0.030126349	1	0.012471145	0.292369553
AT1G52740	0.001727983	0.487532322	-0.003757183	1
AT1G52760	0.006135518	0.267620074	0.009844356	1
AT1G52780	0.008307414	0.242200337	-0.001823835	0.48263597
AT1G53000	0.010932599	0.185530142	-0.116782836	0.045160166
AT1G53080	0.010932599	0.185530142	0.123410995	1
AT1G53120	0.137408438	1	0.000804623	0.468407737
AT1G53165	0.010932599	0.185530142	0.000804623	0.468407737
AT1G53210	0.016600004	0.191757146	-0.006787068	0.375517165
AT1G53240	-0.001013471	0.44160291	-0.005401671	0.376604368
AT1G53280	0.007323457	0.346130183	0.001881937	0.462937046
AT1G53310	0.002252154	0.403496321	0.01806209	0.136038156
AT1G53430	-0.016762929	1	-0.068290123	1
AT1G53500	-0.00406897	0.118949256	-0.015134905	0.268137388
AT1G53520	0.052532258	1	-0.023519025	1
AT1G53580	0.031021236	1	-0.02555304	0.2127253
AT1G53590	-0.107108144	1	0.000804623	0.468407737
AT1G53670	-0.006825019	1	0.012308937	1
AT1G53750	0.02163675	0.321604327	-0.019738484	0.267677256
AT1G53780	0.010932599	0.185530142	0.074710723	1
